,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
104,Álvaro Villete,Boyacá Patriot,2017-04-05,Wed,Sudamericana,First stage,Away,L 0–1,co Boyacá Patriot,cl CD Everton,Y,GK,90,0,1,0,,0,0,0,0,0,Match Report
105,Álvaro Villete,Boyacá Patriot,2017-04-09,Sun,Primera A,Apertura Regular Season,Home,W 2–0,Boyacá Patriot,Tolima,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
106,Álvaro Villete,Boyacá Patriot,2017-04-18,Tue,Primera A,Apertura Regular Season,Away,D 0–0,Boyacá Patriot,Junior,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report
107,Álvaro Villete,Boyacá Patriot,2017-04-22,Sat,Primera A,Apertura Regular Season,Home,D 1–1,Boyacá Patriot,La Equidad,Y,GK,90,2,1,2,100.0,0,1,1,0,0,Match Report
108,Álvaro Villete,Boyacá Patriot,2017-04-29,Sat,Primera A,Apertura Regular Season,Away,D 1–1,Boyacá Patriot,Jaguares,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
109,Álvaro Villete,Boyacá Patriot,2017-05-06,Sat,Primera A,Apertura Regular Season,Home,D 0–0,Boyacá Patriot,CD América,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
110,Álvaro Villete,Boyacá Patriot,2017-05-10,Wed,Primera A,Apertura Regular Season,Away,L 0–1,Boyacá Patriot,Alianza,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
111,Álvaro Villete,Boyacá Patriot,2017-05-13,Sat,Primera A,Apertura Regular Season,Home,L 0–1,Boyacá Patriot,Nacional,Y,GK,90,1,1,1,100.0,0,1,1,0,0,Match Report
112,Álvaro Villete,Boyacá Patriot,2017-05-20,Sat,Primera A,Apertura Regular Season,Away,L 0–2,Boyacá Patriot,Millonarios,Y,GK,90,8,2,6,75.0,0,0,0,0,0,Match Report
113,Álvaro Villete,Boyacá Patriot,2017-05-25,Thu,Primera A,Apertura Regular Season,Home,W 3–1,Boyacá Patriot,Envigado,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
114,Álvaro Villete,Boyacá Patriot,2017-05-30,Tue,Sudamericana,First stage,Home,W 1 (4)–0 (3),co Boyacá Patriot,cl CD Everton,Y,GK,120,0,0,0,,1,0,0,0,0,Match Report
115,Álvaro Villete,Boyacá Patriot,2017-06-28,Wed,Sudamericana,Second stage,Home,D 1–1,co Boyacá Patriot,br Corinthians,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report
116,Álvaro Villete,Boyacá Patriot,2017-07-07,Fri,Primera A,Regular season,Home,D 1–1,Boyacá Patriot,Huila,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
117,Álvaro Villete,Boyacá Patriot,2017-07-15,Sat,Primera A,Regular season,Away,D 0–0,Boyacá Patriot,Once Caldas,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report
118,Álvaro Villete,Boyacá Patriot,2017-07-18,Tue,Primera A,Regular season,Home,D 2–2,Boyacá Patriot,Cortuluá,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report
119,Álvaro Villete,Boyacá Patriot,2017-07-21,Fri,Primera A,Regular season,Away,W 2–0,Boyacá Patriot,Expreso Rojo,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report
120,Álvaro Villete,Boyacá Patriot,2017-07-26,Wed,Sudamericana,Second stage,Away,L 0–2,co Boyacá Patriot,br Corinthians,Y,GK,90,2,2,0,0.0,0,0,0,0,0,Match Report
121,Álvaro Villete,Boyacá Patriot,2017-07-30,Sun,Primera A,Regular season,Home,D 0–0,Boyacá Patriot,Pasto,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report
122,Álvaro Villete,Boyacá Patriot,2017-08-06,Sun,Primera A,Regular season,Away,D 0–0,Boyacá Patriot,AD Cali,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report
123,Álvaro Villete,Boyacá Patriot,2017-08-13,Sun,Primera A,Regular season,Away,L 2–3,Boyacá Patriot,Independiente,Y,GK,90,5,3,3,60.0,0,1,1,0,0,Match Report
124,Álvaro Villete,Boyacá Patriot,2017-08-16,Wed,Primera A,Regular season,Home,D 0–0,Boyacá Patriot,Santa Fe,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
125,Álvaro Villete,Boyacá Patriot,2017-08-19,Sat,Primera A,Regular season,Away,L 0–2,Boyacá Patriot,CA Bucaramanga,Y,GK,45,3,2,2,66.7,0,1,1,0,0,Match Report
126,Álvaro Villete,Boyacá Patriot,2017-08-26,Sat,Primera A,Regular season,Home,D 1–1,Boyacá Patriot,La Equidad,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
127,Álvaro Villete,Boyacá Patriot,2017-09-03,Sun,Primera A,Regular season,Home,W 1–0,Boyacá Patriot,Rionegro,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
128,Álvaro Villete,Boyacá Patriot,2017-09-15,Fri,Primera A,Regular season,Away,L 1–2,Boyacá Patriot,Tolima,Y,GK,90,3,2,1,33.3,0,0,0,0,0,Match Report
129,Álvaro Villete,Boyacá Patriot,2017-10-01,Sun,Primera A,Regular season,Away,L 1–4,Boyacá Patriot,La Equidad,Y,GK,90,4,4,0,0.0,0,0,0,0,0,Match Report
130,Álvaro Villete,Boyacá Patriot,2017-10-14,Sat,Primera A,Regular season,Home,D 2–2,Boyacá Patriot,Jaguares,Y,GK,90,1,2,0,0.0,0,1,1,0,0,Match Report
131,Álvaro Villete,Boyacá Patriot,2017-10-24,Tue,Primera A,Regular season,Away,L 2–3,Boyacá Patriot,CD América,Y,GK,90,3,3,1,33.3,0,1,1,0,0,Match Report
132,Álvaro Villete,Boyacá Patriot,2017-11-05,Sun,Primera A,Regular season,Home,L 1–2,Boyacá Patriot,Millonarios,N,,45,3,2,1,33.3,0,0,0,0,0,Match Report
133,Álvaro Villete,Boyacá Patriot,2017-11-12,Sun,Primera A,Regular season,Home,W 1–0,Boyacá Patriot,Junior,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report
