,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
62,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-04-17,Wed,Sudamericana,First stage,Away,D 1 (3)–1 (0),co Rionegro,bo Oriente Petrolero,Y,GK,120,2,1,1,50.0,0,0,0,0,0,Match Report
63,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-04-21,Sun,Primera A,Apertura Regular Season,Home,W 2–1,Rionegro,Nacional,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
64,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-04-24,Wed,Primera A,Apertura Regular Season,Away,D 2–2,Rionegro,La Equidad,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report
65,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-04-27,Sat,Primera A,Apertura Regular Season,Away,L 1–2,Rionegro,AD Cali,Y,GK,90,7,2,5,71.4,0,0,0,0,0,Match Report
66,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-05-01,Wed,Primera A,Apertura Regular Season,Home,W 2–1,Rionegro,Pasto,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
67,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-05-05,Sun,Primera A,Apertura Regular Season,Away,D 1–1,Rionegro,Millonarios,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
68,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-05-21,Tue,Sudamericana,Second stage,Home,W 3–2,co Rionegro,ar Independiente,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report
69,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-05-28,Tue,Sudamericana,Second stage,Away,L 0–2,co Rionegro,ar Independiente,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report
70,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-07-15,Mon,Primera A,Regular season,Home,L 1–3,Rionegro,Cúcuta,Y,GK,90,6,3,3,50.0,0,0,0,0,0,Match Report
71,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-07-21,Sun,Primera A,Regular season,Away,D 2–2,Rionegro,Alianza,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report
72,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-07-26,Fri,Primera A,Regular season,Home,W 3–0,Rionegro,Tolima,Y,GK,90,5,0,4,120.0,1,1,1,0,0,Match Report
73,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-08-04,Sun,Primera A,Regular season,Away,L 0–2,Rionegro,Boyacá Patriot,Y,GK,90,7,2,5,71.4,0,0,0,0,0,Match Report
74,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-08-11,Sun,Primera A,Regular season,Home,W 1–0,Rionegro,Junior,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report
75,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-08-17,Sat,Primera A,Regular season,Away,D 1–1,Rionegro,CD América,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
76,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-08-22,Thu,Primera A,Regular season,Away,W 2–1,Rionegro,Independiente,Y,GK,90,6,1,5,83.3,0,0,0,0,0,Match Report
77,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-08-25,Sun,Primera A,Regular season,Home,W 1–0,Rionegro,Santa Fe,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
78,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-08-31,Sat,Primera A,Regular season,Away,D 3–3,Rionegro,Envigado,Y,GK,90,5,3,2,40.0,0,0,0,0,0,Match Report
79,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-09-07,Sat,Primera A,Regular season,Home,D 1–1,Rionegro,Envigado,Y,GK,90,2,1,2,100.0,0,1,1,0,0,Match Report
80,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-09-13,Fri,Primera A,Regular season,Away,L 0–2,Rionegro,CA Bucaramanga,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report
