,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
12,Carlos Mosquera,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2020/s10076/Boyaca-Patriot-Stats-Categoria-Primera-A,2020-11-30,Mon,Primera A,Liguilla,Away,W 3–1,Boyacá Patriot,Boyacá Chicó,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
13,Carlos Mosquera,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2020/s10076/Boyaca-Patriot-Stats-Categoria-Primera-A,2020-12-04,Fri,Primera A,Liguilla,Home,L 2–3,Boyacá Patriot,Millonarios,Y,GK,90,5,3,2,40.0,0,0,0,0,0,Match Report
14,Carlos Mosquera,Boyacá Patriot,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-02-02,Sat,Primera A,Apertura Regular Season,Away,D 1–1,Huila,AD Cali,N,,,,,,,,,,,,Match Report
15,Carlos Mosquera,Boyacá Patriot,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-02-22,Fri,Primera A,Apertura Regular Season,Home,W 2–0,Huila,Pasto,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
16,Carlos Mosquera,Boyacá Patriot,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-02-26,Tue,Primera A,Apertura Regular Season,Away,L 0–2,Huila,Cúcuta,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report
17,Carlos Mosquera,Boyacá Patriot,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-03-04,Mon,Primera A,Apertura Regular Season,Home,L 1–2,Huila,Alianza,Y,GK,90,2,2,0,0.0,0,0,0,0,0,Match Report
18,Carlos Mosquera,Boyacá Patriot,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-03-08,Fri,Primera A,Apertura Regular Season,Away,D 0–0,Huila,Tolima,Y*,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
19,Carlos Mosquera,Boyacá Patriot,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-03-17,Sun,Primera A,Apertura Regular Season,Home,L 1–5,Huila,Tolima,Y*,GK,90,7,5,3,42.9,0,1,1,0,0,Match Report
20,Carlos Mosquera,Boyacá Patriot,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-03-24,Sun,Primera A,Apertura Regular Season,Away,L 0–3,Huila,Junior,Y,GK,90,6,3,3,50.0,0,0,0,0,0,Match Report
21,Carlos Mosquera,Boyacá Patriot,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-10-06,Sun,Primera A,Regular season,Home,D 0–0,Pasto,Tolima,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
22,Carlos Mosquera,Boyacá Patriot,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-10-09,Wed,Primera A,Regular season,Away,D 2–2,Pasto,Alianza,Y,GK,90,1,2,0,0.0,0,1,1,0,0,Match Report
23,Carlos Mosquera,Boyacá Patriot,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-10-12,Sat,Primera A,Regular season,Home,W 2–1,Pasto,Junior,Y,GK,90,1,1,0,0.0,0,0,0,0,0,Match Report
24,Carlos Mosquera,Boyacá Patriot,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-10-19,Sat,Primera A,Regular season,Away,L 0–1,Pasto,Boyacá Patriot,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report
25,Carlos Mosquera,Boyacá Patriot,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-10-24,Thu,Primera A,Regular season,Home,D 3–3,Pasto,Rionegro,Y,GK,90,3,3,0,0.0,0,0,0,0,0,Match Report
26,Álvaro Villete,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2019/s3927/Boyaca-Patriot-Stats-Categoria-Primera-A,2019-04-18,Thu,Primera A,Apertura Regular Season,Away,L 0–4,Boyacá Patriot,Nacional,Y,GK,90,7,4,3,42.9,0,0,0,0,0,Match Report
27,Álvaro Villete,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2019/s3927/Boyaca-Patriot-Stats-Categoria-Primera-A,2019-08-31,Sat,Primera A,Regular season,Away,D 1–1,Boyacá Patriot,Jaguares,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
28,Álvaro Villete,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2019/s3927/Boyaca-Patriot-Stats-Categoria-Primera-A,2019-09-09,Mon,Primera A,Regular season,Home,D 1–1,Boyacá Patriot,La Equidad,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
29,Álvaro Villete,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2019/s3927/Boyaca-Patriot-Stats-Categoria-Primera-A,2019-10-10,Thu,Primera A,Regular season,Home,L 1–2,Boyacá Patriot,Nacional,Y,GK,90,7,2,6,85.7,0,1,1,0,0,Match Report
30,Álvaro Villete,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2019/s3927/Boyaca-Patriot-Stats-Categoria-Primera-A,2019-10-13,Sun,Primera A,Regular season,Away,L 0–1,Boyacá Patriot,Cúcuta,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
31,Álvaro Villete,Boyacá Patriot,https://www.fbref.com//en/squads/244af613/2018/s1768/Atenas-de-San-Carlos-Stats-Primera-Division,2018-02-04,Sun,Primera División,Torneo Apertura,Away,L 0–3,Atenas,Defensor,Y*,,90,,3,,,0,0,0,0,0,Match Report
32,Álvaro Villete,Boyacá Patriot,https://www.fbref.com//en/squads/244af613/2018/s1768/Atenas-de-San-Carlos-Stats-Primera-Division,2018-02-11,Sun,Primera División,Torneo Apertura,Home,W 1–0,Atenas,Racing,Y,,90,,0,,,1,0,0,0,0,Match Report
33,Álvaro Villete,Boyacá Patriot,https://www.fbref.com//en/squads/244af613/2018/s1768/Atenas-de-San-Carlos-Stats-Primera-Division,2018-02-18,Sun,Primera División,Torneo Apertura,Away,L 1–3,Atenas,River Plate,Y,,90,,3,,,0,0,0,0,0,Match Report
34,Álvaro Villete,Boyacá Patriot,https://www.fbref.com//en/squads/244af613/2018/s1768/Atenas-de-San-Carlos-Stats-Primera-Division,2018-02-25,Sun,Primera División,Torneo Apertura,Home,W 2–1,Atenas,Wanderers,Y,,90,,1,,,0,0,0,0,0,Match Report
35,Álvaro Villete,Boyacá Patriot,https://www.fbref.com//en/squads/244af613/2018/s1768/Atenas-de-San-Carlos-Stats-Primera-Division,2018-03-03,Sat,Primera División,Torneo Apertura,Away,L 0–1,Atenas,Liverpool,Y,,90,,1,,,0,0,0,0,0,Match Report
36,Álvaro Villete,Boyacá Patriot,https://www.fbref.com//en/squads/244af613/2018/s1768/Atenas-de-San-Carlos-Stats-Primera-Division,2018-03-21,Wed,Primera División,Torneo Apertura,Away,L 0–1,Atenas,Boston River,Y,,90,,1,,,0,0,0,0,0,Match Report
37,Álvaro Villete,Boyacá Patriot,https://www.fbref.com//en/squads/244af613/2018/s1768/Atenas-de-San-Carlos-Stats-Primera-Division,2018-03-24,Sat,Primera División,Torneo Apertura,Home,L 0–2,Atenas,Peñarol,Y,,90,,2,,,0,0,0,0,0,Match Report
38,Álvaro Villete,Boyacá Patriot,https://www.fbref.com//en/squads/244af613/2018/s1768/Atenas-de-San-Carlos-Stats-Primera-Division,2018-03-27,Tue,Primera División,Torneo Apertura,Away,L 0–1,Atenas,Cerro,Y,,90,,1,,,0,0,0,0,0,Match Report
39,Álvaro Villete,Boyacá Patriot,https://www.fbref.com//en/squads/244af613/2018/s1768/Atenas-de-San-Carlos-Stats-Primera-Division,2018-04-01,Sun,Primera División,Torneo Apertura,Away,L 0–5,Atenas,Danubio,Y,,90,,5,,,0,0,0,0,0,Match Report
