,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,Name,Team,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
333,Steve Makuka,CA Bucaramanga,2019-10-14,Mon,Primera A,Regular season,Away,W 2–1,CA Bucaramanga,Huila,Y,CB,90,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,,,Match Report
334,Steve Makuka,CA Bucaramanga,2019-10-18,Fri,Primera A,Regular season,Home,W 4–0,CA Bucaramanga,Jaguares,Y,CB,90,0,0,0,0,1,0,1,0,2,3,0,0,5,1,0,,,Match Report
335,Steve Makuka,CA Bucaramanga,2019-10-29,Tue,Primera A,Regular season,Home,D 2–2,CA Bucaramanga,La Equidad,Y,,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Match Report
336,Alejandro Bernal,CA Bucaramanga,2019-01-26,Sat,Primera A,Apertura Regular Season,Away,L 0–2,CA Bucaramanga,AD Cali,Y,DM,65,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,,,Match Report
337,Alejandro Bernal,CA Bucaramanga,2019-01-30,Wed,Primera A,Apertura Regular Season,Home,L 0–1,CA Bucaramanga,Nacional,Y,DM,65,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,Match Report
338,Alejandro Bernal,CA Bucaramanga,2019-02-03,Sun,Primera A,Apertura Regular Season,Away,L 0–2,CA Bucaramanga,Millonarios,Y,DM,62,0,0,0,0,0,0,1,0,2,4,0,0,1,0,0,,,Match Report
339,Alejandro Bernal,CA Bucaramanga,2019-02-08,Fri,Primera A,Apertura Regular Season,Home,W 1–0,CA Bucaramanga,Pasto,N,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
340,Alejandro Bernal,CA Bucaramanga,2019-03-09,Sat,Primera A,Apertura Regular Season,Away,D 0–0,CA Bucaramanga,Junior,N,,35,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,Match Report
341,Alejandro Bernal,CA Bucaramanga,2019-03-25,Mon,Primera A,Apertura Regular Season,Away,D 1–1,CA Bucaramanga,Rionegro,Y,DM,90,0,0,0,0,2,1,0,0,3,1,0,1,0,0,0,,,Match Report
342,Alejandro Bernal,CA Bucaramanga,2019-04-13,Sat,Primera A,Apertura Regular Season,Away,L 0–4,CA Bucaramanga,Independiente,N,,35,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,,,Match Report
343,Alejandro Bernal,CA Bucaramanga,2019-04-16,Tue,Primera A,Apertura Regular Season,Home,D 1–1,CA Bucaramanga,Once Caldas,Y,DM,60,0,0,0,0,0,0,1,0,3,2,0,0,1,2,0,,,Match Report
344,Alejandro Bernal,CA Bucaramanga,2019-04-28,Sun,Primera A,Apertura Regular Season,Away,D 1–1,CA Bucaramanga,Jaguares,Y,DM,89,0,0,0,0,0,0,2,1,5,1,0,0,0,2,0,,,Match Report
345,Alejandro Bernal,CA Bucaramanga,2019-05-05,Sun,Primera A,Apertura Regular Season,Away,L 1–3,CA Bucaramanga,La Equidad,Y,DM,63,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,,,Match Report
346,Alejandro Bernal,CA Bucaramanga,2019-07-16,Tue,Primera A,Regular season,Home,L 0–1,CA Bucaramanga,AD Cali,Y,DM,80,0,0,0,0,1,0,0,0,1,1,0,0,2,2,0,,,Match Report
347,Alejandro Bernal,CA Bucaramanga,2019-07-27,Sat,Primera A,Regular season,Home,L 1–2,CA Bucaramanga,Millonarios,Y,DM,70,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,,,Match Report
348,Alejandro Bernal,CA Bucaramanga,2019-08-05,Mon,Primera A,Regular season,Away,D 1–1,CA Bucaramanga,Pasto,Y,DM,90,0,0,0,0,1,0,0,0,3,3,0,0,1,3,0,,,Match Report
349,Alejandro Bernal,CA Bucaramanga,2019-08-11,Sun,Primera A,Regular season,Home,W 2–0,CA Bucaramanga,Cúcuta,Y,CM,90,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,,,Match Report
350,Alejandro Bernal,CA Bucaramanga,2019-08-18,Sun,Primera A,Regular season,Away,L 0–1,CA Bucaramanga,Alianza,Y,DM,72,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,,,Match Report
351,Alejandro Bernal,CA Bucaramanga,2019-10-06,Sun,Primera A,Regular season,Home,D 2–2,CA Bucaramanga,Independiente,Y,DM,90,0,0,0,0,0,0,1,0,4,2,0,0,0,2,0,,,Match Report
352,Alejandro Bernal,CA Bucaramanga,2019-10-10,Thu,Primera A,Regular season,Away,L 0–3,CA Bucaramanga,Once Caldas,Y,DM,68,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,,,Match Report
353,Alejandro Bernal,CA Bucaramanga,2019-10-29,Tue,Primera A,Regular season,Home,D 2–2,CA Bucaramanga,La Equidad,N,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
354,Luis Hernando Mena,CA Bucaramanga,2019-02-27,Wed,Primera A,Apertura Regular Season,Away,D 0–0,CA Bucaramanga,Tolima,Y,LB,90,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,,,Match Report
355,Luis Hernando Mena,CA Bucaramanga,2019-03-09,Sat,Primera A,Apertura Regular Season,Away,D 0–0,CA Bucaramanga,Junior,N,,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,Match Report
356,Luis Hernando Mena,CA Bucaramanga,2019-04-07,Sun,Primera A,Apertura Regular Season,Home,W 2–1,CA Bucaramanga,Santa Fe,Y,RB,90,0,0,0,0,1,0,1,0,2,0,0,0,4,1,0,,,Match Report
357,Luis Hernando Mena,CA Bucaramanga,2019-04-16,Tue,Primera A,Apertura Regular Season,Home,D 1–1,CA Bucaramanga,Once Caldas,Y,LB,90,0,0,0,0,0,0,0,0,0,1,0,2,4,4,0,,,Match Report
358,Luis Hernando Mena,CA Bucaramanga,2019-04-28,Sun,Primera A,Apertura Regular Season,Away,D 1–1,CA Bucaramanga,Jaguares,Y,LB,90,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,,,Match Report
359,Luis Hernando Mena,CA Bucaramanga,2019-05-02,Thu,Primera A,Apertura Regular Season,Home,L 0–1,CA Bucaramanga,ADU Magdalena,Y,LB,90,0,0,0,0,0,0,0,0,0,1,0,3,4,2,0,,,Match Report
360,Luis Hernando Mena,CA Bucaramanga,2019-05-05,Sun,Primera A,Apertura Regular Season,Away,L 1–3,CA Bucaramanga,La Equidad,Y,LB,90,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,,,Match Report
361,Luis Hernando Mena,CA Bucaramanga,2019-08-25,Sun,Primera A,Regular season,Away,W 1–0,CA Bucaramanga,Boyacá Patriot,N,,28,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,Match Report
362,Luis Hernando Mena,CA Bucaramanga,2019-09-13,Fri,Primera A,Regular season,Home,W 2–0,CA Bucaramanga,Rionegro,Y,LB,90,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,,,Match Report
363,Luis Hernando Mena,CA Bucaramanga,2019-09-21,Sat,Primera A,Regular season,Away,D 1–1,CA Bucaramanga,CD América,Y,LB,90,0,0,0,0,0,0,1,0,1,3,0,0,2,1,0,,,Match Report
364,Luis Hernando Mena,CA Bucaramanga,2019-09-28,Sat,Primera A,Regular season,Home,L 2–3,CA Bucaramanga,Envigado,Y,LB,90,0,0,0,0,2,2,0,0,4,1,0,4,1,2,0,,,Match Report
365,Luis Hernando Mena,CA Bucaramanga,2019-10-03,Thu,Primera A,Regular season,Away,L 0–2,CA Bucaramanga,Santa Fe,Y,LB,90,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,,,Match Report
366,Luis Hernando Mena,CA Bucaramanga,2019-10-14,Mon,Primera A,Regular season,Away,W 2–1,CA Bucaramanga,Huila,Y,RB,90,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,,,Match Report
367,Jean Paul Pineda,CA Bucaramanga,2019-03-03,Sun,Primera División,Matchweek 3,Home,W 4–0,Coquimbo Unido,CD Everton,Y,FW,76,1,0,0,0,1,1,0,0,2,1,0,0,0,1,0,,,Match Report
368,Jean Paul Pineda,CA Bucaramanga,2019-03-08,Fri,Primera División,Matchweek 4,Away,L 0–2,Coquimbo Unido,O'Higgins,Y,FW,71,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,,Match Report
369,Jean Paul Pineda,CA Bucaramanga,2019-03-17,Sun,Primera División,Matchweek 5,Home,D 1–1,Coquimbo Unido,La Calera,Y,FW,90,1,0,1,1,2,1,0,0,1,1,3,0,0,0,0,,,Match Report
370,Jean Paul Pineda,CA Bucaramanga,2019-03-31,Sun,Primera División,Matchweek 6,Away,D 0–0,Coquimbo Unido,Huachipato,Y,FW,90,0,0,0,0,3,1,0,0,1,3,2,1,0,0,0,,,Match Report
371,Jean Paul Pineda,CA Bucaramanga,2019-04-06,Sat,Primera División,Matchweek 7,Home,W 2–0,Coquimbo Unido,Colo-Colo,Y,FW,65,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,,,Match Report
372,Jean Paul Pineda,CA Bucaramanga,2019-04-13,Sat,Primera División,Matchweek 8,Away,L 0–2,Coquimbo Unido,Audax Italiano,Y,FW,56,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,Match Report
373,Jean Paul Pineda,CA Bucaramanga,2019-04-21,Sun,Primera División,Matchweek 9,Away,W 1–0,Coquimbo Unido,Antofagasta,N,,27,0,0,0,1,2,2,0,0,1,0,0,1,0,0,0,,,Match Report
374,Jean Paul Pineda,CA Bucaramanga,2019-04-28,Sun,Primera División,Matchweek 10,Home,D 2–2,Coquimbo Unido,Palestino,N,,24,1,0,0,0,3,1,0,0,0,0,2,1,0,0,0,,,Match Report
375,Jean Paul Pineda,CA Bucaramanga,2019-05-04,Sat,Primera División,Matchweek 11,Home,W 2–0,Coquimbo Unido,Unión Española,N,,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,Match Report
376,Jean Paul Pineda,CA Bucaramanga,2019-05-12,Sun,Primera División,Matchweek 12,Away,D 1–1,Coquimbo Unido,Univ Chile,N,,32,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,Match Report
377,Jean Paul Pineda,CA Bucaramanga,2019-05-19,Sun,Primera División,Matchweek 13,Home,D 1–1,Coquimbo Unido,Iquique,N,,28,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,,,Match Report
378,Jean Paul Pineda,CA Bucaramanga,2019-05-24,Fri,Primera División,Matchweek 14,Away,L 1–4,Coquimbo Unido,Cobresal,Y,FW,90,0,0,0,0,2,1,1,0,1,0,0,4,2,0,0,,,Match Report
379,Jean Paul Pineda,CA Bucaramanga,2019-08-11,Sun,Primera A,Regular season,Home,W 2–0,CA Bucaramanga,Cúcuta,Y,FW,65,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,Match Report
380,Jean Paul Pineda,CA Bucaramanga,2019-08-18,Sun,Primera A,Regular season,Away,L 0–1,CA Bucaramanga,Alianza,Y,FW,90,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,,Match Report
381,Jean Paul Pineda,CA Bucaramanga,2019-08-21,Wed,Primera A,Regular season,Home,D 1–1,CA Bucaramanga,Tolima,Y,FW,45,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,Match Report
382,Jean Paul Pineda,CA Bucaramanga,2019-08-25,Sun,Primera A,Regular season,Away,W 1–0,CA Bucaramanga,Boyacá Patriot,N,,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Match Report
383,Jean Paul Pineda,CA Bucaramanga,2019-09-01,Sun,Primera A,Regular season,Home,D 0–0,CA Bucaramanga,Junior,Y,AM,57,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,Match Report
384,Jean Paul Pineda,CA Bucaramanga,2019-09-13,Fri,Primera A,Regular season,Home,W 2–0,CA Bucaramanga,Rionegro,N,,27,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,,,Match Report
385,Jean Paul Pineda,CA Bucaramanga,2019-09-28,Sat,Primera A,Regular season,Home,L 2–3,CA Bucaramanga,Envigado,Y,FW,90,0,0,0,0,2,1,0,0,2,0,0,2,0,1,0,,,Match Report
386,Jean Paul Pineda,CA Bucaramanga,2019-10-03,Thu,Primera A,Regular season,Away,L 0–2,CA Bucaramanga,Santa Fe,Y,FW,74,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,,,Match Report
387,Jean Paul Pineda,CA Bucaramanga,2019-10-06,Sun,Primera A,Regular season,Home,D 2–2,CA Bucaramanga,Independiente,Y,FW,90,1,0,0,0,3,2,0,0,1,0,0,0,1,0,0,,,Match Report
388,Jean Paul Pineda,CA Bucaramanga,2019-10-10,Thu,Primera A,Regular season,Away,L 0–3,CA Bucaramanga,Once Caldas,Y,FW,59,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,Match Report
389,Jean Paul Pineda,CA Bucaramanga,2019-10-14,Mon,Primera A,Regular season,Away,W 2–1,CA Bucaramanga,Huila,N,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
390,Jean Paul Pineda,CA Bucaramanga,2019-10-18,Fri,Primera A,Regular season,Home,W 4–0,CA Bucaramanga,Jaguares,Y,RW,79,1,0,0,0,3,2,0,0,2,1,0,1,0,0,0,,,Match Report
391,Jean Paul Pineda,CA Bucaramanga,2019-10-24,Thu,Primera A,Regular season,Away,W 2–1,CA Bucaramanga,ADU Magdalena,Y,AM,77,0,0,0,0,1,0,1,0,4,2,0,1,1,0,0,,,Match Report
392,Jean Paul Pineda,CA Bucaramanga,2019-10-29,Tue,Primera A,Regular season,Home,D 2–2,CA Bucaramanga,La Equidad,Y,,79,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,Match Report
393,Roque Caballero,CA Bucaramanga,2019-01-26,Sat,Primera A,Apertura Regular Season,Away,L 0–2,CA Bucaramanga,AD Cali,Y,FW,65,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,,,Match Report
394,Roque Caballero,CA Bucaramanga,2019-02-17,Sun,Primera A,Apertura Regular Season,Away,L 2–3,CA Bucaramanga,Cúcuta,Y,FW,90,0,1,0,0,0,0,0,0,5,2,0,0,0,2,0,,,Match Report
395,Roque Caballero,CA Bucaramanga,2019-02-23,Sat,Primera A,Apertura Regular Season,Home,W 3–0,CA Bucaramanga,Alianza,Y,FW,68,0,1,0,0,1,0,1,0,5,0,1,0,1,0,0,,,Match Report
396,Roque Caballero,CA Bucaramanga,2019-02-27,Wed,Primera A,Apertura Regular Season,Away,D 0–0,CA Bucaramanga,Tolima,Y,FW,64,0,0,0,0,2,1,0,0,1,1,1,0,2,0,0,,,Match Report
397,Roque Caballero,CA Bucaramanga,2019-03-02,Sat,Primera A,Apertura Regular Season,Home,L 0–1,CA Bucaramanga,Boyacá Patriot,Y,FW,69,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,Match Report
398,Roque Caballero,CA Bucaramanga,2019-03-17,Sun,Primera A,Apertura Regular Season,Home,W 1–0,CA Bucaramanga,Cúcuta,Y,FW,56,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,,,Match Report
399,Roque Caballero,CA Bucaramanga,2019-03-25,Mon,Primera A,Apertura Regular Season,Away,D 1–1,CA Bucaramanga,Rionegro,N,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Match Report
400,Roque Caballero,CA Bucaramanga,2019-04-03,Wed,Primera A,Apertura Regular Season,Away,W 2–1,CA Bucaramanga,Envigado,Y,FW,65,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,Match Report
401,Roque Caballero,CA Bucaramanga,2019-04-07,Sun,Primera A,Apertura Regular Season,Home,W 2–1,CA Bucaramanga,Santa Fe,Y,FW,90,0,1,0,0,1,1,0,0,1,2,1,0,0,1,0,,,Match Report
402,Roque Caballero,CA Bucaramanga,2019-04-13,Sat,Primera A,Apertura Regular Season,Away,L 0–4,CA Bucaramanga,Independiente,Y,FW,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,Match Report
403,Roque Caballero,CA Bucaramanga,2019-04-22,Mon,Primera A,Apertura Regular Season,Home,L 2–4,CA Bucaramanga,Huila,N,,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
404,Roque Caballero,CA Bucaramanga,2019-05-02,Thu,Primera A,Apertura Regular Season,Home,L 0–1,CA Bucaramanga,ADU Magdalena,Y,FW,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,Match Report
405,Jonathan Ávila,CA Bucaramanga,2019-01-30,Wed,Primera A,Apertura Regular Season,Home,L 0–1,CA Bucaramanga,Nacional,N,,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Match Report
406,Jonathan Ávila,CA Bucaramanga,2019-02-03,Sun,Primera A,Apertura Regular Season,Away,L 0–2,CA Bucaramanga,Millonarios,Y,CB,90,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,,,Match Report
407,Jonathan Ávila,CA Bucaramanga,2019-04-16,Tue,Primera A,Apertura Regular Season,Home,D 1–1,CA Bucaramanga,Once Caldas,Y,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,,,Match Report
408,Jonathan Ávila,CA Bucaramanga,2019-04-22,Mon,Primera A,Apertura Regular Season,Home,L 2–4,CA Bucaramanga,Huila,Y,CB,90,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,,,Match Report
409,Jonathan Ávila,CA Bucaramanga,2019-05-05,Sun,Primera A,Apertura Regular Season,Away,L 1–3,CA Bucaramanga,La Equidad,N,,55,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,,Match Report
410,Jonathan Ávila,CA Bucaramanga,2019-08-05,Mon,Primera A,Regular season,Away,D 1–1,CA Bucaramanga,Pasto,N,,43,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,,Match Report
411,Jonathan Ávila,CA Bucaramanga,2019-09-13,Fri,Primera A,Regular season,Home,W 2–0,CA Bucaramanga,Rionegro,Y,CB,90,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,,,Match Report
412,Jonathan Ávila,CA Bucaramanga,2019-09-21,Sat,Primera A,Regular season,Away,D 1–1,CA Bucaramanga,CD América,Y,CB,90,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,,,Match Report
413,Jonathan Ávila,CA Bucaramanga,2019-09-28,Sat,Primera A,Regular season,Home,L 2–3,CA Bucaramanga,Envigado,Y,CB,90,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,,,Match Report
414,Jonathan Ávila,CA Bucaramanga,2019-10-03,Thu,Primera A,Regular season,Away,L 0–2,CA Bucaramanga,Santa Fe,Y,CB,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,Match Report
415,Jonathan Ávila,CA Bucaramanga,2019-10-14,Mon,Primera A,Regular season,Away,W 2–1,CA Bucaramanga,Huila,Y,CB,90,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,,,Match Report
416,Jonathan Ávila,CA Bucaramanga,2019-10-18,Fri,Primera A,Regular season,Home,W 4–0,CA Bucaramanga,Jaguares,Y,DM,36,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,Match Report
417,Efraín Navarro,CA Bucaramanga,2019-04-28,Sun,Primera A,Apertura Regular Season,Away,D 1–1,CA Bucaramanga,Jaguares,Y,RB,90,0,0,0,0,0,0,0,0,1,2,0,2,1,2,0,,,Match Report
418,Efraín Navarro,CA Bucaramanga,2019-05-02,Thu,Primera A,Apertura Regular Season,Home,L 0–1,CA Bucaramanga,ADU Magdalena,Y,RB,90,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,,,Match Report
419,Efraín Navarro,CA Bucaramanga,2019-05-05,Sun,Primera A,Apertura Regular Season,Away,L 1–3,CA Bucaramanga,La Equidad,Y,RB,90,0,0,0,0,1,0,0,0,2,0,0,2,1,1,0,,,Match Report
420,Efraín Navarro,CA Bucaramanga,2019-09-13,Fri,Primera A,Regular season,Home,W 2–0,CA Bucaramanga,Rionegro,Y,RB,90,0,0,0,0,0,0,0,0,4,1,0,0,2,2,0,,,Match Report
421,Efraín Navarro,CA Bucaramanga,2019-09-21,Sat,Primera A,Regular season,Away,D 1–1,CA Bucaramanga,CD América,Y,RB,90,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,,,Match Report
422,Efraín Navarro,CA Bucaramanga,2019-09-28,Sat,Primera A,Regular season,Home,L 2–3,CA Bucaramanga,Envigado,Y,RB,56,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,,,Match Report
423,Efraín Navarro,CA Bucaramanga,2019-10-06,Sun,Primera A,Regular season,Home,D 2–2,CA Bucaramanga,Independiente,Y,DM,63,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,,,Match Report
424,Efraín Navarro,CA Bucaramanga,2019-10-10,Thu,Primera A,Regular season,Away,L 0–3,CA Bucaramanga,Once Caldas,Y,DM,90,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,,Match Report
425,Efraín Navarro,CA Bucaramanga,2019-10-18,Fri,Primera A,Regular season,Home,W 4–0,CA Bucaramanga,Jaguares,N,,54,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,,,Match Report
426,Elkin Blanco,CA Bucaramanga,2019-02-04,Mon,Primera A,Apertura Regular Season,Away,L 0–2,Rionegro,Tolima,Y*,DM,72,0,0,0,0,0,0,1,0,4,2,0,0,0,2,0,,,Match Report
427,Elkin Blanco,CA Bucaramanga,2019-02-10,Sun,Primera A,Apertura Regular Season,Home,W 2–1,Rionegro,Boyacá Patriot,Y*,DM,90,0,0,0,0,0,0,0,0,3,2,0,1,4,0,0,,,Match Report
428,Elkin Blanco,CA Bucaramanga,2019-02-16,Sat,Primera A,Apertura Regular Season,Away,D 1–1,Rionegro,Junior,Y*,DM,90,0,0,0,0,0,0,0,0,2,1,0,0,3,7,0,,,Match Report
429,Elkin Blanco,CA Bucaramanga,2019-02-23,Sat,Primera A,Apertura Regular Season,Home,L 1–2,Rionegro,CD América,Y*,DM,90,0,0,0,0,1,0,0,0,1,1,0,0,3,2,0,,,Match Report
430,Elkin Blanco,CA Bucaramanga,2019-02-28,Thu,Primera A,Apertura Regular Season,Home,L 0–1,Rionegro,Independiente,Y*,DM,90,0,0,0,0,0,0,1,0,4,1,0,0,3,1,0,,,Match Report
431,Elkin Blanco,CA Bucaramanga,2019-03-03,Sun,Primera A,Apertura Regular Season,Away,D 2–2,Rionegro,Santa Fe,Y*,DM,90,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0,,,Match Report
432,Elkin Blanco,CA Bucaramanga,2019-03-10,Sun,Primera A,Apertura Regular Season,Home,L 1–3,Rionegro,Envigado,Y,RM,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Match Report
433,Elkin Blanco,CA Bucaramanga,2019-03-16,Sat,Primera A,Apertura Regular Season,Away,D 1–1,Rionegro,Envigado,Y*,DM,90,0,0,0,0,0,0,1,0,2,1,0,1,2,6,0,,,Match Report
434,Elkin Blanco,CA Bucaramanga,2019-03-21,Thu,Sudamericana,First stage,Home,D 1–1,co Rionegro,bo Oriente Petrolero,Y*,CM,90,0,0,0,0,2,0,1,0,2,2,0,2,2,1,0,0,0,Match Report
435,Elkin Blanco,CA Bucaramanga,2019-03-25,Mon,Primera A,Apertura Regular Season,Home,D 1–1,Rionegro,CA Bucaramanga,Y*,DM,90,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,,,Match Report
436,Elkin Blanco,CA Bucaramanga,2019-04-02,Tue,Primera A,Apertura Regular Season,Home,D 0–0,Rionegro,Huila,Y*,DM,90,0,0,0,0,2,0,0,0,0,3,0,0,3,3,0,,,Match Report
437,Elkin Blanco,CA Bucaramanga,2019-04-07,Sun,Primera A,Apertura Regular Season,Away,L 0–2,Rionegro,Jaguares,Y,DM,90,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,,,Match Report
438,Elkin Blanco,CA Bucaramanga,2019-04-13,Sat,Primera A,Apertura Regular Season,Home,L 0–1,Rionegro,ADU Magdalena,Y,DM,90,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,,,Match Report
439,Elkin Blanco,CA Bucaramanga,2019-04-21,Sun,Primera A,Apertura Regular Season,Home,W 2–1,Rionegro,Nacional,N,,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Match Report
440,Elkin Blanco,CA Bucaramanga,2019-04-27,Sat,Primera A,Apertura Regular Season,Away,L 1–2,Rionegro,AD Cali,Y,DM,90,0,0,0,0,0,0,1,0,2,2,0,0,4,2,0,,,Match Report
441,Elkin Blanco,CA Bucaramanga,2019-07-16,Tue,Primera A,Regular season,Home,L 0–1,CA Bucaramanga,AD Cali,Y,DM,90,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,Match Report
442,Elkin Blanco,CA Bucaramanga,2019-07-21,Sun,Primera A,Regular season,Away,D 0–0,CA Bucaramanga,Nacional,Y,DM,90,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,,,Match Report
443,Elkin Blanco,CA Bucaramanga,2019-08-11,Sun,Primera A,Regular season,Home,W 2–0,CA Bucaramanga,Cúcuta,Y,CM,90,0,0,0,0,0,0,1,0,1,2,0,0,2,3,0,,,Match Report
444,Elkin Blanco,CA Bucaramanga,2019-08-18,Sun,Primera A,Regular season,Away,L 0–1,CA Bucaramanga,Alianza,Y,DM,85,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,,,Match Report
445,Elkin Blanco,CA Bucaramanga,2019-09-13,Fri,Primera A,Regular season,Home,W 2–0,CA Bucaramanga,Rionegro,Y,CM,90,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,,,Match Report
446,Elkin Blanco,CA Bucaramanga,2019-09-21,Sat,Primera A,Regular season,Away,D 1–1,CA Bucaramanga,CD América,Y,CM,90,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,,,Match Report
447,Elkin Blanco,CA Bucaramanga,2019-09-28,Sat,Primera A,Regular season,Home,L 2–3,CA Bucaramanga,Envigado,Y,CM,78,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,Match Report
448,Carlos Ibargüen,CA Bucaramanga,2019-01-29,Tue,Primera A,Apertura Regular Season,Away,D 1–1,La Equidad,Independiente,N,,25,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,,,Match Report
449,Carlos Ibargüen,CA Bucaramanga,2019-02-02,Sat,Primera A,Apertura Regular Season,Away,L 0–1,La Equidad,ADU Magdalena,Y,FW,71,0,0,0,0,2,0,0,0,0,2,3,0,1,0,0,,,Match Report
450,Carlos Ibargüen,CA Bucaramanga,2019-02-10,Sun,Primera A,Apertura Regular Season,Home,D 0–0,La Equidad,AD Cali,N,,16,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,,,Match Report
451,Carlos Ibargüen,CA Bucaramanga,2019-02-23,Sat,Primera A,Apertura Regular Season,Home,L 0–1,La Equidad,Millonarios,N,,33,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,Match Report
452,Carlos Ibargüen,CA Bucaramanga,2019-02-27,Wed,Primera A,Apertura Regular Season,Away,D 0–0,La Equidad,Pasto,Y,FW,81,0,0,0,0,4,0,0,0,5,2,1,0,0,0,0,,,Match Report
